Time,LAT
3.257,14.62
3.258,9.616
3.259,8.621
3.260,7.626
3.261,-1.389
3.262,-4.389
3.263,-9.379
3.264,-13.37
3.265,-18.36
3.266,-27.38
3.267,-26.38
3.268,-21.38
3.269,-13.37
3.270,-14.37
3.271,-15.38
3.272,-8.384
3.273,-1.389
3.274,2.621
3.275,6.632
3.276,15.62
3.277,12.62
3.278,13.61
3.279,7.626
3.280,4.626
3.281,4.626
3.282,6.632
3.283,11.62
3.284,10.63
3.285,7.626
3.286,3.632
3.287,7.626
3.288,8.621
3.289,8.621
3.290,15.62
3.291,16.61
3.292,17.64
3.293,13.61
3.294,10.63
3.295,0.6316
3.296,-7.374
3.297,-13.37
3.298,-26.38
3.299,-31.37
3.300,-28.37
3.301,-28.37
3.302,-29.38
3.303,-27.38
3.304,-26.38
3.305,-10.37
3.306,16.61
3.307,21.63
3.308,12.62
3.309,7.626
3.310,6.632
3.311,4.626
3.312,10.63
3.313,11.62
3.314,5.621
3.315,6.632
3.316,5.621
3.317,-0.3632
3.318,-5.384
3.319,2.621
3.320,5.621
3.321,6.632
3.322,11.62
3.323,6.632
3.324,0.6316
3.325,0.6316
3.326,-8.384
3.327,-10.37
3.328,-21.38
3.329,-31.37
3.330,-26.38
3.331,-19.39
3.332,-12.38
3.333,-6.379
3.334,1.626
3.335,3.632
3.336,11.62
3.337,12.62
3.338,7.626
3.339,7.626
3.340,1.626
3.341,-2.384
3.342,-0.3632
3.343,-1.389
3.344,-2.384
3.345,3.632
3.346,10.63
3.347,13.61
3.348,7.626
3.349,12.62
3.350,12.62
3.351,11.62
3.352,0.6316
3.353,-1.389
3.354,-3.379
3.355,6.632
3.356,6.632
3.357,-2.384
3.358,-0.3632
3.359,2.621
3.360,-1.389
3.361,-0.3632
3.362,-5.384
3.363,-7.374
3.364,-13.37
3.365,-19.39
3.366,-22.39
3.367,-23.38
3.368,-19.39
3.369,-16.37
3.370,-9.379
3.371,-3.379
3.372,-1.389
3.373,6.632
3.374,22.63
3.375,40.63
3.376,54.63
3.377,44.62
3.378,33.62
3.379,21.63
3.380,12.62
3.381,-2.384
3.382,-18.36
3.383,-29.38
3.384,-36.36
3.385,-40.39
3.386,-44.38
3.387,-31.37
3.388,-12.38
3.389,9.616
3.390,28.63
3.391,34.61
3.392,22.63
3.393,10.63
3.394,0.6316
3.395,-9.379
3.396,-11.38
3.397,-11.38
3.398,-12.38
3.399,-6.379
3.400,4.626
3.401,12.62
3.402,13.61
3.403,6.632
3.404,0.6316
3.405,7.626
3.406,5.621
3.407,4.626
3.408,2.621
3.409,-0.3632
3.410,-1.389
3.411,-0.3632
3.412,3.632
3.413,2.621
3.414,-0.3632
3.415,-4.389
3.416,-15.38
3.417,-16.37
3.418,-21.38
3.419,-19.39
3.420,-22.39
3.421,-17.37
3.422,-14.37
3.423,-0.3632
3.424,7.626
3.425,-0.3632
3.426,-12.38
3.427,-13.37
3.428,-10.37
3.429,-5.384
3.430,0.6316
3.431,-4.389
3.432,7.626
3.433,18.63
3.434,19.63
3.435,14.62
3.436,6.632
3.437,3.632
3.438,-0.3632
3.439,6.632
3.440,-1.389
3.441,0.6316
3.442,8.621
3.443,21.63
3.444,22.63
3.445,15.62
3.446,11.62
3.447,4.626
3.448,1.626
3.449,-7.374
3.450,-7.374
3.451,-10.37
3.452,-9.379
3.453,-7.374
3.454,-2.384
3.455,-4.389
3.456,-0.3632
3.457,0.6316
3.458,-3.379
3.459,-10.37
3.460,-9.379
3.461,-21.38
3.462,-25.37
3.463,-23.38
3.464,-25.37
3.465,-27.38
3.466,-16.37
3.467,-0.3632
3.468,2.621
3.469,6.632
3.470,8.621
3.471,13.61
3.472,22.63
3.473,26.62
3.474,31.61
3.475,42.63
3.476,40.63
3.477,29.62
3.478,19.63
3.479,8.621
3.480,0.6316
3.481,-5.384
3.482,-9.379
3.483,-19.39
3.484,-19.39
3.485,-19.39
3.486,-7.374
3.487,-6.379
3.488,-6.379
3.489,-9.379
3.490,-11.38
3.491,-15.38
3.492,-14.37
3.493,-14.37
3.494,-22.39
3.495,-26.38
3.496,-26.38
3.497,-21.38
3.498,-7.374
3.499,8.621
3.500,14.62
3.501,21.63
3.502,24.63
3.503,23.62
3.504,24.63
3.505,35.64
3.506,32.62
3.507,27.62
3.508,10.63
3.509,-13.37
3.510,-20.38
3.511,-25.37
3.512,-28.37
3.513,-29.38
3.514,-33.38
3.515,-34.37
3.516,-34.37
3.517,-25.37
3.518,-12.38
3.519,4.626
3.520,19.63
3.521,24.63
3.522,34.61
3.523,40.63
3.524,34.61
3.525,26.62
3.526,23.62
3.527,10.63
3.528,3.632
3.529,-2.384
3.530,-3.379
3.531,-4.389
3.532,-10.37
3.533,-15.38
3.534,-17.37
3.535,-17.37
3.536,-10.37
3.537,-8.384
3.538,-10.37
3.539,-9.379
3.540,-9.379
3.541,-6.379
3.542,2.621
3.543,10.63
3.544,18.63
3.545,21.63
3.546,20.62
3.547,16.61
3.548,7.626
3.549,-7.374
3.550,-17.37
3.551,-26.38
3.552,-30.38
3.553,-31.37
3.554,-23.38
3.555,-14.37
3.556,-11.38
3.557,-3.379
3.558,0.6316
3.559,8.621
3.560,18.63
3.561,19.63
3.562,19.63
3.563,16.61
3.564,8.621
3.565,11.62
3.566,11.62
3.567,5.621
3.568,3.632
3.569,0.6316
3.570,-2.384
3.571,-4.389
3.572,-0.3632
3.573,8.621
3.574,12.62
3.575,8.621
3.576,4.626
3.577,-1.389
3.578,-5.384
3.579,-13.37
3.580,-19.39
3.581,-17.37
3.582,-15.38
3.583,-7.374
3.584,0.6316
3.585,5.621
3.586,10.63
3.587,3.632
3.588,-1.389
3.589,-6.379
3.590,-8.384
3.591,-5.384
3.592,-7.374
3.593,-7.374
3.594,-2.384
3.595,5.621
3.596,4.626
3.597,2.621
3.598,-5.384
3.599,-0.3632
3.600,3.632
3.601,15.62
3.602,21.63
3.603,11.62
3.604,-1.389
3.605,-7.374
3.606,-10.37
3.607,-16.37
3.608,-21.38
3.609,-27.38
3.610,-28.37
3.611,-20.38
3.612,-2.384
3.613,23.62
3.614,40.63
3.615,44.62
3.616,39.63
3.617,24.63
3.618,15.62
3.619,4.626
3.620,-9.379
3.621,-16.37
3.622,-19.39
3.623,-19.39
3.624,-17.37
3.625,-10.37
3.626,-6.379
3.627,1.626
3.628,1.626
3.629,5.621
3.630,-7.374
3.631,-6.379
3.632,-4.389
3.633,-15.38
3.634,-20.38
3.635,-20.38
3.636,-19.39
3.637,-8.384
3.638,5.621
3.639,21.63
3.640,28.63
3.641,23.62
3.642,22.63
3.643,20.62
3.644,15.62
3.645,5.621
3.646,3.632
3.647,-4.389
3.648,-5.384
3.649,-8.384
3.650,-1.389
3.651,-3.379
3.652,-8.384
3.653,-7.374
3.654,-8.384
3.655,-8.384
3.656,-15.38
3.657,-27.38
3.658,-34.37
3.659,-41.38
3.660,-39.38
3.661,-33.38
3.662,-23.38
3.663,-13.37
3.664,4.626
3.665,40.63
3.666,57.63
3.667,58.63
3.668,34.61
3.669,8.621
3.670,0.6316
3.671,-5.384
3.672,-1.389
3.673,3.632
3.674,2.621
3.675,8.621
3.676,7.626
3.677,7.626
3.678,12.62
3.679,17.64
3.680,13.61
3.681,8.621
3.682,8.621
3.683,0.6316
3.684,-4.389
3.685,-7.374
3.686,-5.384
3.687,-6.379
3.688,-5.384
3.689,-9.379
3.690,-13.37
3.691,-16.37
3.692,-15.38
3.693,-20.38
3.694,-10.37
3.695,-2.384
3.696,5.621
3.697,7.626
3.698,-4.389
3.699,-8.384
3.700,-9.379
3.701,-7.374
3.702,-7.374
3.703,-6.379
3.704,-2.384
3.705,-1.389
3.706,4.626
3.707,16.61
3.708,21.63
3.709,19.63
3.710,10.63
3.711,4.626
3.712,0.6316
3.713,-3.379
3.714,-5.384
3.715,-2.384
3.716,-3.379
3.717,-5.384
3.718,-5.384
3.719,-9.379
3.720,-12.38
3.721,-17.37
3.722,-17.37
3.723,-13.37
3.724,-7.374
3.725,-1.389
3.726,4.626
3.727,11.62
3.728,23.62
3.729,28.63
3.730,24.63
3.731,11.62
3.732,3.632
3.733,-1.389
3.734,-9.379
3.735,-10.37
3.736,-20.38
3.737,-17.37
3.738,-15.38
3.739,-9.379
3.740,-0.3632
3.741,7.626
3.742,6.632
3.743,8.621
3.744,11.62
3.745,16.61
3.746,14.62
3.747,16.61
3.748,20.62
3.749,8.621
3.750,3.632
3.751,-3.379
3.752,-7.374
3.753,-7.374
3.754,-7.374
3.755,-7.374
3.756,-13.37
3.757,-20.38
3.758,-23.38
3.759,-23.38
3.760,-17.37
3.761,-10.37
3.762,-3.379
3.763,1.626
3.764,2.621
3.765,8.621
3.766,13.61
3.767,15.62
3.768,6.632
3.769,0.6316
3.770,-6.379
3.771,-3.379
3.772,-1.389
3.773,-4.389
3.774,-4.389
3.775,-7.374
3.776,-8.384
3.777,-3.379
3.778,-5.384
3.779,-13.37
3.780,-13.37
3.781,-7.374
3.782,0.6316
3.783,-2.384
3.784,-7.374
3.785,-11.38
3.786,-8.384
3.787,-1.389
3.788,4.626
3.789,13.61
3.790,16.61
3.791,16.61
3.792,7.626
3.793,8.621
3.794,7.626
3.795,6.632
3.796,5.621
3.797,8.621
3.798,18.63
3.799,28.63
3.800,35.64
3.801,34.61
3.802,29.62
3.803,20.62
3.804,6.632
3.805,-2.384
3.806,-9.379
3.807,-12.38
3.808,-15.38
3.809,-25.37
3.810,-23.38
3.811,-24.38
3.812,-23.38
3.813,-23.38
3.814,-22.39
3.815,-17.37
3.816,-10.37
3.817,-15.38
3.818,-18.36
3.819,-16.37
3.820,-16.37
3.821,-13.37
3.822,-5.384
3.823,2.621
3.824,14.62
3.825,19.63
3.826,23.62
3.827,24.63
3.828,24.63
3.829,24.63
3.830,20.62
3.831,16.61
3.832,10.63
3.833,10.63
3.834,2.621
3.835,1.626
3.836,-5.384
3.837,-9.379
3.838,-10.37
3.839,-8.384
3.840,-8.384
3.841,-7.374
3.842,-5.384
3.843,-6.379
3.844,-3.379
3.845,-9.379
3.846,-10.37
3.847,-16.37
3.848,-20.38
3.849,-23.38
3.850,-23.38
3.851,-24.38
3.852,-21.38
3.853,-11.38
3.854,4.626
3.855,10.63
3.856,23.62
3.857,34.61
3.858,39.63
3.859,31.61
3.860,22.63
3.861,18.63
3.862,15.62
3.863,11.62
3.864,5.621
3.865,1.626
3.866,-3.379
3.867,-8.384
3.868,-7.374
3.869,-2.384
3.870,-1.389
3.871,-2.384
3.872,-1.389
3.873,-7.374
3.874,-5.384
3.875,-9.379
3.876,-6.379
3.877,-2.384
3.878,-7.374
3.879,-5.384
3.880,-2.384
3.881,1.626
3.882,-2.384
3.883,-3.379
3.884,-3.379
3.885,-2.384
3.886,-4.389
3.887,-1.389
3.888,-1.389
3.889,-0.3632
3.890,-2.384
3.891,-1.389
3.892,1.626
3.893,-0.3632
3.894,-0.3632
3.895,-3.379
3.896,1.626
3.897,0.6316
3.898,3.632
3.899,0.6316
3.900,0.6316
3.901,-0.3632
3.902,-0.3632
3.903,-1.389
3.904,-0.3632
3.905,-2.384
3.906,-1.389
3.907,-1.389
3.908,-1.389
3.909,0.6316
3.910,1.626
3.911,-1.389
3.912,0.6316
3.913,-1.389
3.914,-0.3632
3.915,1.626
3.916,0.6316
3.917,-2.384
3.918,-5.384
3.919,-3.379
3.920,-5.384
3.921,-0.3632
3.922,-2.384
3.923,-0.3632
3.924,-5.384
3.925,-10.37
3.926,-3.379
3.927,-8.384
3.928,-15.38
3.929,-13.37
3.930,-12.38
3.931,-12.38
3.932,-8.384
3.933,-1.389
3.934,10.63
3.935,11.62
3.936,-0.3632
3.937,-33.38
3.938,-54.36
3.939,-37.39
3.940,-5.384
3.941,24.63
3.942,34.61
3.943,34.61
3.944,26.62
3.945,22.63
3.946,24.63
3.947,28.63
3.948,24.63
3.949,31.61
3.950,27.62
3.951,25.63
3.952,24.63
3.953,18.63
3.954,11.62
3.955,3.632
3.956,-8.384
3.957,-23.38
3.958,-66.38
3.959,-91.39
3.960,-100.4
3.961,-125.4
3.962,-138.4
3.963,-104.4
3.964,-97.37
3.965,-60.38
3.966,-16.37
3.967,-7.374
3.968,-25.37
3.969,-18.36
3.970,12.62
3.971,36.63
3.972,45.62
3.973,21.63
3.974,6.632
3.975,-9.379
3.976,44.62
3.977,86.62
3.978,102.6
3.979,95.62
3.980,67.61
3.981,56.62
3.982,58.63
3.983,75.63
3.984,115.6
3.985,108.6
3.986,108.6
3.987,112.6
3.988,87.61
3.989,37.63
3.990,-31.37
3.991,-44.38
3.992,-35.37
3.993,-36.36
3.994,-26.38
3.995,-28.37
3.996,-16.37
3.997,-4.389
3.998,-43.37
3.999,-52.37
4.000,-90.39
4.001,-105.4
4.002,-88.37
4.003,-25.37
4.004,26.62
4.005,65.62
4.006,71.64
4.007,61.63
4.008,37.63
4.009,23.62
4.010,-32.37
4.011,-114.4
4.012,-222.4
4.013,-229.4
4.014,-188.4
4.015,-89.37
4.016,39.63
4.017,143.6
4.018,224.6
4.019,224.6
4.020,208.6
4.021,175.6
4.022,144.6
4.023,106.6
4.024,-17.37
4.025,-84.38
4.026,-68.37
4.027,-45.38
4.028,-42.38
4.029,-4.389
4.030,3.632
4.031,15.62
4.032,17.64
4.033,19.63
4.034,18.63
4.035,-7.374
4.036,-59.38
4.037,-99.38
4.038,-153.4
4.039,-117.4
4.040,-19.39
4.041,36.63
4.042,56.62
4.043,53.64
4.044,34.61
4.045,-5.384
4.046,-63.38
4.047,-131.4
4.048,-163.4
4.049,-153.4
4.050,-144.4
4.051,-109.4
4.052,-34.37
4.053,52.61
4.054,97.63
4.055,85.63
4.056,63.62
4.057,48.62
4.058,64.63
4.059,87.61
4.060,94.63
4.061,64.63
4.062,-36.36
4.063,-170.4
4.064,-191.4
4.065,-162.4
4.066,-92.38
4.067,-19.39
4.068,30.62
4.069,66.62
4.070,104.6
4.071,185.6
4.072,222.6
4.073,192.6
4.074,160.6
4.075,98.62
4.076,-43.37
4.077,-117.4
4.078,-74.38
4.079,-33.38
4.080,-20.38
4.081,-10.37
4.082,43.63
4.083,76.63
4.084,102.6
4.085,121.6
4.086,118.6
4.087,148.6
4.088,121.6
4.089,62.62
4.090,-31.37
4.091,-73.39
4.092,-83.38
4.093,-41.38
4.094,-72.36
4.095,-113.4
4.096,-151.4
4.097,-180.4
4.098,-193.4
4.099,-172.4
4.100,-164.4
4.101,-157.4
4.102,-169.4
4.103,-98.38
4.104,-41.38
4.105,-1.389
4.106,71.64
4.107,143.6
4.108,159.6
4.109,127.6
4.110,108.6
4.111,106.6
4.112,101.6
4.113,85.63
4.114,8.621
4.115,-106.4
4.116,-171.4
4.117,-191.4
4.118,-276.4
4.119,-219.4
4.120,-130.4
4.121,-77.38
4.122,-87.38
4.123,23.62
4.124,102.6
4.125,205.6
4.126,254.6
4.127,300.6
4.128,305.6
4.129,331.6
4.130,290.6
4.131,209.6
4.132,163.6
4.133,130.6
4.134,123.6
4.135,102.6
4.136,78.63
4.137,43.63
4.138,-5.384
4.139,-17.37
4.140,-73.39
4.141,-115.4
4.142,-110.4
4.143,-112.4
4.144,-84.38
4.145,-99.38
4.146,-101.4
4.147,-144.4
4.148,-212.4
4.149,-284.4
4.150,-359.4
4.151,-302.4
4.152,-196.4
4.153,-40.39
4.154,81.61
4.155,174.6
4.156,177.6
4.157,116.6
4.158,79.63
4.159,92.62
4.160,81.61
4.161,87.61
4.162,65.62
4.163,10.63
4.164,-79.37
4.165,-175.4
4.166,-162.4
4.167,-106.4
4.168,3.632
4.169,91.63
4.170,80.62
4.171,53.64
4.172,20.62
4.173,-15.38
4.174,-75.38
4.175,-185.4
4.176,-208.4
4.177,-262.4
4.178,-332.4
4.179,-309.4
4.180,-180.4
4.181,22.63
4.182,205.6
4.183,368.6
4.184,445.6
4.185,454.6
4.186,407.6
4.187,328.6
4.188,228.6
4.189,11.62
4.190,-138.4
4.191,-175.4
4.192,-175.4
4.193,-92.38
4.194,23.62
4.195,148.6
4.196,189.6
4.197,192.6
4.198,140.6
4.199,62.62
4.200,-31.37
4.201,-114.4
4.202,-143.4
4.203,-201.4
4.204,-240.4
4.205,-194.4
4.206,-90.39
4.207,-24.38
4.208,64.63
4.209,90.63
4.210,109.6
4.211,83.62
4.212,55.63
4.213,56.62
4.214,-10.37
4.215,-75.38
4.216,-78.38
4.217,-44.38
4.218,4.626
4.219,19.63
4.220,24.63
4.221,-14.37
4.222,-22.39
4.223,-35.37
4.224,-24.38
4.225,-1.389
4.226,23.62
4.227,51.62
4.228,62.62
4.229,41.62
4.230,3.632
4.231,-13.37
4.232,-27.38
4.233,-100.4
4.234,-240.4
4.235,-346.4
4.236,-390.4
4.237,-388.4
4.238,-345.4
4.239,-267.4
4.240,-163.4
4.241,-83.38
4.242,122.6
4.243,259.6
4.244,381.6
4.245,415.6
4.246,435.6
4.247,415.6
4.248,336.6
4.249,262.6
4.250,215.6
4.251,188.6
4.252,131.6
4.253,70.61
4.254,4.626
4.255,-33.38
4.256,-56.38
4.257,-72.36
4.258,-90.39
4.259,-101.4
4.260,-111.4
4.261,-119.4
4.262,-121.4
4.263,-206.4
4.264,-415.4
4.265,-492.4
4.266,-517.4
4.267,-451.4
4.268,-216.4
4.269,-47.38
4.270,180.6
4.271,348.6
4.272,449.6
4.273,422.6
4.274,371.6
4.275,309.6
4.276,235.6
4.277,165.6
4.278,125.6
4.279,18.63
4.280,-143.4
4.281,-301.4
4.282,-295.4
4.283,-163.4
4.284,10.63
4.285,99.61
4.286,130.6
4.287,126.6
4.288,106.6
4.289,64.63
4.290,-7.374
4.291,-40.39
4.292,-105.4
4.293,-184.4
4.294,-215.4
4.295,-213.4
4.296,-124.4
4.297,-50.37
4.298,-3.379
4.299,56.62
4.300,-81.38
4.301,-55.39
4.302,8.621
4.303,84.61
4.304,42.63
4.305,-102.4
4.306,-114.4
4.307,-20.38
4.308,127.6
4.309,247.6
4.310,322.6
4.311,365.6
4.312,314.6
4.313,211.6
4.314,132.6
4.315,100.6
4.316,-17.37
4.317,-126.4
4.318,-121.4
4.319,-117.4
4.320,-49.37
4.321,-53.37
4.322,-19.39
4.323,-26.38
4.324,-17.37
4.325,-12.38
4.326,-25.37
4.327,-41.38
4.328,-68.37
4.329,-74.38
4.330,-129.4
4.331,-179.4
4.332,-352.4
4.333,-385.4
4.334,-291.4
4.335,-128.4
4.336,-19.39
4.337,11.62
4.338,72.63
4.339,185.6
4.340,224.6
4.341,140.6
4.342,142.6
4.343,231.6
4.344,236.6
4.345,196.6
4.346,123.6
4.347,-13.37
4.348,-101.4
4.349,-142.4
4.350,-90.39
4.351,-43.37
4.352,2.621
4.353,13.61
4.354,37.63
4.355,23.62
4.356,10.63
4.357,40.63
4.358,-3.379
4.359,-5.384
4.360,-23.38
4.361,-3.379
4.362,54.63
4.363,101.6
4.364,87.61
4.365,78.63
4.366,48.62
4.367,-77.38
4.368,-89.37
4.369,-47.38
4.370,-7.374
4.371,-3.379
4.372,-51.38
4.373,-77.38
4.374,-51.38
4.375,-35.37
4.376,2.621
4.377,6.632
4.378,3.632
4.379,-16.37
4.380,-21.38
4.381,-14.37
4.382,-1.389
4.383,-2.384
4.384,-12.38
4.385,-51.38
4.386,-74.38
4.387,-135.4
4.388,-165.4
4.389,-180.4
4.390,-134.4
4.391,-67.37
4.392,-21.38
4.393,-108.4
4.394,-48.38
4.395,22.63
4.396,43.63
4.397,51.62
4.398,78.63
4.399,106.6
4.400,98.62
4.401,50.62
4.402,132.6
4.403,176.6
4.404,178.6
4.405,175.6
4.406,117.6
4.407,-6.379
4.408,-110.4
4.409,-103.4
4.410,-39.38
4.411,-63.38
4.412,-278.4
4.413,-499.4
4.414,-436.4
4.415,-96.38
4.416,104.6
4.417,249.6
4.418,132.6
4.419,126.6
4.420,5.621
4.421,-71.37
4.422,159.6
4.423,381.6
4.424,459.6
4.425,432.6
4.426,386.6
4.427,304.6
4.428,211.6
4.429,127.6
4.430,24.63
4.431,-61.37
4.432,-168.4
4.433,-228.4
4.434,-288.4
4.435,-272.4
4.436,-180.4
4.437,-96.38
4.438,-75.38
4.439,-95.38
4.440,-87.38
4.441,-105.4
4.442,-224.4
4.443,-217.4
4.444,-126.4
4.445,-23.38
4.446,49.61
4.447,70.61
4.448,103.6
4.449,141.6
4.450,182.6
4.451,184.6
4.452,162.6
4.453,109.6
4.454,34.61
4.455,-39.38
4.456,-127.4
4.457,-151.4
4.458,-122.4
4.459,-63.38
4.460,-50.37
4.461,-20.38
4.462,-23.38
4.463,-28.37
4.464,-73.39
4.465,-91.39
4.466,-75.38
4.467,-56.38
4.468,-134.4
4.469,-65.38
4.470,18.63
4.471,89.64
4.472,62.62
4.473,32.62
4.474,-10.37
4.475,35.64
4.476,65.62
4.477,72.63
4.478,61.63
4.479,22.63
4.480,29.62
4.481,65.62
4.482,86.62
4.483,75.63
4.484,66.62
4.485,58.63
4.486,42.63
4.487,30.62
4.488,-7.374
4.489,-72.36
4.490,-168.4
4.491,-165.4
4.492,-72.36
4.493,-19.39
4.494,-24.38
4.495,4.626
4.496,41.62
4.497,56.62
4.498,109.6
4.499,140.6
4.500,78.63
4.501,27.62
4.502,-45.38
4.503,-106.4
4.504,-181.4
4.505,-100.4
4.506,-52.37
4.507,-13.37
4.508,28.63
4.509,68.62
4.510,60.63
4.511,87.61
4.512,86.62
4.513,21.63
4.514,38.62
4.515,-18.36
4.516,-79.37
4.517,-186.4
4.518,-155.4
4.519,-121.4
4.520,-30.38
4.521,38.62
4.522,106.6
4.523,124.6
4.524,160.6
4.525,126.6
4.526,115.6
4.527,121.6
4.528,123.6
4.529,51.62
4.530,-49.37
4.531,-45.38
4.532,-31.37
4.533,-119.4
4.534,-128.4
4.535,-115.4
4.536,-82.37
4.537,-64.37
4.538,-56.38
4.539,-26.38
4.540,6.632
4.541,27.62
4.542,-71.37
4.543,-55.39
4.544,-56.38
4.545,-41.38
4.546,24.63
4.547,71.64
4.548,121.6
4.549,127.6
4.550,93.63
4.551,66.62
4.552,84.61
4.553,84.61
4.554,34.61
4.555,-37.39
4.556,-54.36
4.557,-12.38
4.558,-13.37
4.559,-92.38
4.560,-151.4
4.561,-181.4
4.562,-167.4
4.563,-101.4
4.564,-77.38
4.565,-159.4
4.566,-250.4
4.567,-143.4
4.568,-81.38
4.569,44.62
4.570,179.6
4.571,234.6
4.572,109.6
4.573,122.6
4.574,203.6
4.575,264.6
4.576,316.6
4.577,283.6
4.578,188.6
4.579,83.62
4.580,8.621
4.581,-2.384
4.582,-28.37
4.583,-33.38
4.584,-69.38
4.585,-143.4
4.586,-188.4
4.587,-199.4
4.588,-194.4
4.589,-217.4
4.590,-162.4
4.591,-79.37
4.592,-42.38
4.593,-65.38
4.594,-179.4
4.595,-129.4
4.596,24.63
4.597,148.6
4.598,186.6
4.599,191.6
4.600,186.6
4.601,107.6
4.602,117.6
4.603,134.6
4.604,116.6
4.605,76.63
4.606,50.62
4.607,46.63
4.608,-3.379
4.609,-68.37
4.610,-159.4
4.611,-119.4
4.612,-159.4
4.613,-127.4
4.614,-116.4
4.615,-53.37
4.616,-48.38
4.617,-3.379
4.618,-15.38
4.619,-8.384
4.620,-19.39
4.621,74.62
4.622,61.63
4.623,44.62
4.624,2.621
4.625,-1.389
4.626,52.61
4.627,93.63
4.628,84.61
4.629,82.63
4.630,29.62
4.631,-68.37
4.632,-51.38
4.633,-2.384
4.634,31.61
4.635,31.61
4.636,14.62
4.637,15.62
4.638,17.64
4.639,46.63
4.640,61.63
4.641,7.626
4.642,-39.38
4.643,-94.39
4.644,-115.4
4.645,-198.4
4.646,-199.4
4.647,-122.4
4.648,-69.38
4.649,30.62
4.650,115.6
4.651,133.6
4.652,114.6
4.653,59.62
4.654,-11.38
4.655,-24.38
4.656,-14.37
4.657,86.62
4.658,120.6
4.659,103.6
4.660,70.61
4.661,50.62
4.662,24.63
4.663,6.632
4.664,40.63
4.665,47.62
4.666,-25.37
4.667,-124.4
4.668,-179.4
4.669,-142.4
4.670,-138.4
4.671,-155.4
4.672,-152.4
4.673,-139.4
4.674,-76.39
4.675,7.626
4.676,14.62
4.677,-49.37
4.678,52.61
4.679,154.6
4.680,205.6
4.681,136.6
4.682,95.62
4.683,131.6
4.684,141.6
4.685,99.61
4.686,94.63
4.687,84.61
4.688,-32.37
4.689,-100.4
4.690,-85.37
4.691,-111.4
4.692,-199.4
4.693,-157.4
4.694,-119.4
4.695,-167.4
4.696,-126.4
4.697,-59.38
4.698,0.6316
4.699,1.626
4.700,105.6
4.701,209.6
4.702,279.6
4.703,303.6
4.704,263.6
4.705,194.6
4.706,79.63
4.707,-31.37
4.708,-106.4
4.709,-138.4
4.710,-107.4
4.711,-84.38
4.712,-47.38
4.713,-46.37
4.714,-37.39
4.715,-81.38
4.716,-24.38
4.717,-3.379
4.718,27.62
4.719,-56.38
4.720,-87.38
4.721,-93.38
4.722,-214.4
4.723,-241.4
4.724,-90.39
4.725,50.62
4.726,85.63
4.727,107.6
4.728,122.6
4.729,116.6
4.730,101.6
4.731,120.6
4.732,133.6
4.733,139.6
4.734,118.6
4.735,72.63
4.736,51.62
4.737,22.63
4.738,-0.3632
4.739,-15.38
4.740,-19.39
4.741,-79.37
4.742,-128.4
4.743,-235.4
4.744,-299.4
4.745,-301.4
4.746,-215.4
4.747,-70.37
4.748,50.62
4.749,77.62
4.750,96.63
4.751,136.6
4.752,107.6
4.753,32.62
4.754,108.6
4.755,97.63
4.756,118.6
4.757,139.6
4.758,135.6
4.759,96.63
4.760,64.63
4.761,54.63
4.762,36.63
4.763,15.62
4.764,-6.379
4.765,-40.39
4.766,-55.39
4.767,-60.38
4.768,-61.37
4.769,-63.38
4.770,-98.38
4.771,-112.4
4.772,-130.4
4.773,-199.4
4.774,-244.4
4.775,-230.4
4.776,-133.4
4.777,-104.4
4.778,32.62
4.779,128.6
4.780,108.6
4.781,172.6
4.782,193.6
4.783,172.6
4.784,125.6
4.785,108.6
4.786,120.6
4.787,104.6
4.788,64.63
4.789,-55.39
4.790,-53.37
4.791,-52.37
4.792,-19.39
4.793,15.62
4.794,-3.379
4.795,-111.4
4.796,-184.4
4.797,-213.4
4.798,-106.4
4.799,-94.39
4.800,-97.37
4.801,-91.39
4.802,-99.38
4.803,-67.37
4.804,57.63
4.805,128.6
4.806,136.6
4.807,16.61
4.808,-25.37
4.809,72.63
4.810,197.6
4.811,189.6
4.812,168.6
4.813,109.6
4.814,-27.38
4.815,-39.38
4.816,100.6
4.817,124.6
4.818,92.62
4.819,-15.38
4.820,-77.38
4.821,-116.4
4.822,-41.38
4.823,-14.37
4.824,-70.37
4.825,-82.37
4.826,-192.4
4.827,-248.4
4.828,-116.4
4.829,-14.37
4.830,92.62
4.831,173.6
4.832,148.6
4.833,173.6
4.834,192.6
4.835,136.6
4.836,75.63
4.837,39.63
4.838,-14.37
4.839,-44.38
4.840,-23.38
4.841,-29.38
4.842,-15.38
4.843,-31.37
4.844,-18.36
4.845,-55.39
4.846,-91.39
4.847,-64.37
4.848,-27.38
4.849,-27.38
4.850,-19.39
4.851,-46.37
4.852,-15.38
4.853,0.6316
4.854,5.621
4.855,-2.384
4.856,-33.38
4.857,-13.37
4.858,0.6316
4.859,2.621
4.860,4.626
4.861,-15.38
4.862,-50.37
4.863,-45.38
4.864,-52.37
4.865,-45.38
4.866,-48.38
4.867,-27.38
4.868,16.61
4.869,21.63
4.870,79.63
4.871,90.63
4.872,102.6
4.873,11.62
4.874,-93.38
4.875,-119.4
4.876,-123.4
4.877,-33.38
4.878,31.61
4.879,-2.384
4.880,-34.37
4.881,-51.38
4.882,-44.38
4.883,44.62
4.884,96.63
4.885,111.6
4.886,96.63
4.887,100.6
4.888,111.6
4.889,68.62
